road_name_in_googleMap,Accident_date,accident_time,vehicle_type,road_type,seviarity_of_accident,near_by_hospital,near_by_school,near_by_chrch,No_of_bildings_near_300m_of_accident_area,death
MG Road,2021-04-18 09:03:43.253438,07:40,Bike,Residential,Fatal,0,1,0,17,0
Paud Road,2024-06-21 09:03:43.253438,05:18,Auto-rickshaw,Residential,Major,0,1,0,40,1
Aundh Road,2023-09-22 09:03:43.253438,00:38,Auto-rickshaw,Highway,Major,1,0,1,39,0
MG Road,2020-10-19 09:03:43.253438,09:00,Pedestrian,Main Road,Fatal,0,1,0,32,1
Karve Road,2021-01-22 09:03:43.253438,09:25,Bus,Highway,Fatal,0,0,1,18,1
Shivaji Road,2022-09-28 09:03:43.253438,15:06,Car,Highway,Major,0,0,1,45,1
Kothrud Road,2021-06-21 09:03:43.253438,17:18,Auto-rickshaw,Main Road,Major,0,1,1,41,1
Sinhagad Road,2020-08-05 09:03:43.253438,13:52,Car,Residential,Fatal,1,0,0,1,0
Shivaji Road,2022-05-07 09:03:43.253438,00:03,Truck,Rural,Minor,0,0,0,25,1
Satara Road,2024-02-11 09:03:43.253438,02:30,Pedestrian,Residential,Minor,0,0,1,35,1
FC Road,2021-08-17 09:03:43.253438,20:03,Car,Highway,Minor,1,0,1,5,1
Sinhagad Road,2023-11-30 09:03:43.253438,03:16,Auto-rickshaw,Residential,Major,1,1,1,17,0
Kothrud Road,2019-11-24 09:03:43.253438,21:20,Bike,Rural,Minor,1,0,1,46,1
Aundh Road,2021-12-17 09:03:43.253438,21:17,Bike,Main Road,Minor,0,1,0,48,1
Sinhagad Road,2021-12-30 09:03:43.253438,18:53,Auto-rickshaw,Residential,Fatal,0,0,0,19,0
Satara Road,2024-04-03 09:03:43.253438,15:40,Bus,Rural,Fatal,1,1,0,9,0
MG Road,2020-12-29 09:03:43.253438,11:35,Bicycle,Main Road,Minor,1,1,0,2,1
Aundh Road,2021-04-29 09:03:43.253438,20:23,Auto-rickshaw,Rural,Minor,1,0,0,36,1
Shivaji Road,2022-05-16 09:03:43.253438,01:13,Auto-rickshaw,Rural,Fatal,1,1,1,29,1
Aundh Road,2023-10-31 09:03:43.253438,16:26,Bicycle,Rural,Minor,1,0,0,39,1
Paud Road,2023-11-12 09:03:43.253438,20:27,Bus,Residential,Fatal,1,0,0,41,1
Satara Road,2020-12-19 09:03:43.253438,07:51,Bus,Highway,Fatal,1,0,1,15,1
Sinhagad Road,2021-07-27 09:03:43.253438,02:22,Truck,Rural,Major,1,0,1,32,0
Paud Road,2023-02-06 09:03:43.253438,20:43,Truck,Main Road,Fatal,0,0,0,30,1
Aundh Road,2019-09-16 09:03:43.253438,18:22,Truck,Main Road,Fatal,1,0,0,27,1
Paud Road,2021-11-16 09:03:43.253438,18:35,Bus,Main Road,Major,0,0,1,48,0
Baner Road,2021-01-16 09:03:43.253438,09:44,Car,Residential,Major,0,1,0,7,1
Satara Road,2019-11-21 09:03:43.253438,05:58,Auto-rickshaw,Highway,Major,0,1,0,8,0
Karve Road,2022-10-29 09:03:43.253438,13:48,Pedestrian,Residential,Major,0,0,0,2,0
MG Road,2023-10-04 09:03:43.253438,14:34,Truck,Rural,Major,1,1,1,38,1
Aundh Road,2021-06-11 09:03:43.253438,02:34,Pedestrian,Highway,Minor,1,0,0,40,1
Satara Road,2023-02-06 09:03:43.253438,06:01,Car,Main Road,Major,0,0,0,35,1
Karve Road,2019-10-10 09:03:43.253438,22:56,Auto-rickshaw,Residential,Fatal,1,1,0,22,0
Karve Road,2020-02-11 09:03:43.253438,13:31,Bicycle,Main Road,Fatal,1,0,0,44,0
Kothrud Road,2023-07-17 09:03:43.253438,21:02,Bicycle,Residential,Major,0,0,1,27,1
Paud Road,2023-10-03 09:03:43.253438,15:23,Bicycle,Rural,Minor,0,0,0,34,1
Karve Road,2023-06-16 09:03:43.253438,14:30,Pedestrian,Highway,Minor,0,0,0,39,0
Baner Road,2020-05-15 09:03:43.253438,17:48,Car,Highway,Fatal,0,0,1,1,1
Satara Road,2023-08-31 09:03:43.253438,06:05,Bicycle,Main Road,Fatal,1,1,0,19,0
FC Road,2023-07-29 09:03:43.253438,05:16,Bike,Highway,Fatal,1,0,0,33,1
FC Road,2023-07-09 09:03:43.253438,01:02,Bike,Rural,Minor,0,1,0,40,0
Aundh Road,2021-10-20 09:03:43.253438,20:01,Bicycle,Residential,Minor,0,0,0,23,0
Shivaji Road,2019-12-16 09:03:43.253438,18:07,Pedestrian,Residential,Minor,1,0,0,29,0
Paud Road,2021-06-08 09:03:43.253438,05:34,Auto-rickshaw,Main Road,Minor,1,0,0,29,1
Shivaji Road,2020-05-31 09:03:43.253438,03:35,Car,Rural,Minor,1,0,0,27,1
Karve Road,2021-12-08 09:03:43.253438,07:43,Car,Main Road,Major,1,1,0,48,1
Satara Road,2020-08-09 09:03:43.253438,19:03,Bicycle,Main Road,Major,0,0,0,14,1
Aundh Road,2022-05-23 09:03:43.253438,11:30,Bus,Rural,Minor,1,0,0,40,1
Sinhagad Road,2019-10-17 09:03:43.253438,10:42,Pedestrian,Main Road,Minor,1,0,0,19,0
Karve Road,2024-02-13 09:03:43.253438,19:28,Truck,Residential,Minor,0,1,0,32,0
Paud Road,2024-08-05 09:03:43.253438,06:11,Pedestrian,Main Road,Minor,0,1,0,1,0
FC Road,2024-03-20 09:03:43.253438,02:15,Auto-rickshaw,Highway,Minor,1,1,1,0,0
Kothrud Road,2022-03-19 09:03:43.253438,11:26,Car,Highway,Major,1,1,1,42,0
Satara Road,2024-01-21 09:03:43.253438,08:19,Truck,Highway,Major,0,0,0,38,1
MG Road,2021-02-14 09:03:43.253438,16:37,Bicycle,Rural,Minor,1,0,1,16,0
Shivaji Road,2021-03-29 09:03:43.253438,19:54,Auto-rickshaw,Highway,Major,1,1,0,10,0
Aundh Road,2021-07-11 09:03:43.253438,22:54,Car,Rural,Fatal,1,0,1,23,1
Shivaji Road,2022-01-30 09:03:43.253438,12:51,Bicycle,Main Road,Major,0,1,0,15,0
Satara Road,2019-11-04 09:03:43.253438,12:57,Bike,Residential,Fatal,0,1,0,34,0
Shivaji Road,2022-04-26 09:03:43.253438,08:40,Car,Highway,Fatal,0,1,1,39,1
Satara Road,2021-04-11 09:03:43.253438,19:31,Bike,Rural,Minor,1,0,1,45,0
Shivaji Road,2024-08-22 09:03:43.253438,05:00,Bicycle,Highway,Fatal,1,0,1,5,1
Baner Road,2021-01-16 09:03:43.253438,02:39,Bike,Rural,Minor,1,0,1,27,1
Sinhagad Road,2023-01-26 09:03:43.253438,09:56,Bus,Highway,Major,1,1,0,45,0
Karve Road,2021-03-25 09:03:43.253438,11:57,Bicycle,Highway,Major,0,1,0,47,0
Karve Road,2024-08-06 09:03:43.253438,07:17,Bicycle,Main Road,Fatal,0,1,0,1,0
Paud Road,2023-11-09 09:03:43.253438,20:23,Bus,Highway,Major,0,0,0,21,0
MG Road,2022-11-07 09:03:43.253438,16:52,Truck,Rural,Major,1,0,1,45,1
MG Road,2021-12-11 09:03:43.253438,14:41,Auto-rickshaw,Highway,Minor,1,1,1,38,0
Paud Road,2024-06-17 09:03:43.253438,13:07,Truck,Highway,Fatal,1,0,1,17,0
Kothrud Road,2020-04-02 09:03:43.253438,19:33,Pedestrian,Residential,Fatal,0,1,1,6,0
Karve Road,2024-08-01 09:03:43.253438,18:44,Bus,Rural,Minor,1,1,0,44,0
Kothrud Road,2022-02-21 09:03:43.253438,02:12,Truck,Residential,Fatal,0,1,1,24,1
Satara Road,2020-05-08 09:03:43.253438,11:09,Auto-rickshaw,Highway,Fatal,0,1,0,41,0
Satara Road,2022-01-29 09:03:43.253438,04:39,Auto-rickshaw,Residential,Major,1,1,0,6,0
FC Road,2020-05-18 09:03:43.253438,00:55,Car,Highway,Minor,1,1,1,5,1
Shivaji Road,2023-12-20 09:03:43.253438,08:14,Truck,Highway,Fatal,0,1,0,47,1
MG Road,2021-01-23 09:03:43.253438,15:15,Bus,Highway,Minor,1,1,0,31,1
FC Road,2020-05-08 09:03:43.253438,18:46,Car,Rural,Fatal,0,1,0,42,0
Sinhagad Road,2020-04-10 09:03:43.253438,00:32,Truck,Rural,Fatal,1,1,0,16,0
Paud Road,2019-11-09 09:03:43.253438,10:54,Bicycle,Highway,Minor,0,0,1,17,1
Paud Road,2023-05-18 09:03:43.253438,08:34,Auto-rickshaw,Main Road,Minor,1,1,0,23,0
Satara Road,2022-01-14 09:03:43.253438,10:39,Bus,Highway,Minor,1,0,0,23,1
Karve Road,2023-07-02 09:03:43.253438,20:39,Bicycle,Residential,Minor,0,1,1,10,1
Kothrud Road,2024-03-17 09:03:43.253438,20:18,Truck,Main Road,Minor,1,1,1,24,0
MG Road,2024-07-30 09:03:43.253438,14:16,Auto-rickshaw,Residential,Major,1,1,0,48,1
FC Road,2024-03-03 09:03:43.253438,19:48,Auto-rickshaw,Main Road,Minor,0,1,0,38,0
Kothrud Road,2024-01-05 09:03:43.253438,09:18,Bicycle,Highway,Fatal,0,0,1,29,1
FC Road,2024-02-11 09:03:43.253438,22:42,Truck,Rural,Fatal,0,1,0,19,0
Shivaji Road,2021-09-03 09:03:43.253438,22:09,Truck,Rural,Fatal,0,1,0,1,1
Sinhagad Road,2022-11-08 09:03:43.253438,04:24,Bus,Highway,Major,1,0,0,24,0
Sinhagad Road,2021-11-20 09:03:43.253438,07:23,Car,Rural,Minor,0,1,1,17,0
Kothrud Road,2023-05-08 09:03:43.253438,22:08,Auto-rickshaw,Highway,Major,0,0,1,41,1
Kothrud Road,2023-12-10 09:03:43.253438,05:00,Car,Highway,Major,0,0,1,8,0
Kothrud Road,2024-01-23 09:03:43.253438,11:36,Car,Main Road,Fatal,1,0,1,4,0
FC Road,2021-03-31 09:03:43.253438,04:18,Auto-rickshaw,Residential,Fatal,1,0,0,16,1
Shivaji Road,2023-08-29 09:03:43.253438,11:22,Truck,Highway,Fatal,1,0,1,30,1
Baner Road,2023-12-01 09:03:43.253438,22:25,Auto-rickshaw,Highway,Fatal,0,1,1,44,0
Kothrud Road,2020-07-22 09:03:43.253438,10:51,Bicycle,Highway,Fatal,0,0,0,17,1
Karve Road,2022-08-10 09:03:43.253438,18:40,Car,Rural,Major,1,1,0,12,1
MG Road,2021-10-09 09:03:43.253438,03:19,Bus,Highway,Minor,1,0,0,27,0
MG Road,2023-12-16 09:03:43.253438,17:17,Auto-rickshaw,Residential,Fatal,1,1,0,23,1
FC Road,2023-02-06 09:03:43.253438,01:58,Pedestrian,Main Road,Minor,0,1,1,48,1
Kothrud Road,2023-11-18 09:03:43.253438,02:29,Bus,Rural,Major,0,0,1,33,1
Satara Road,2022-10-25 09:03:43.253438,00:56,Truck,Rural,Fatal,1,1,1,0,0
Paud Road,2023-05-03 09:03:43.253438,19:07,Truck,Rural,Minor,0,0,0,3,0
Baner Road,2020-09-01 09:03:43.253438,04:46,Bicycle,Highway,Minor,1,1,1,16,0
Karve Road,2023-04-27 09:03:43.253438,06:29,Bus,Highway,Fatal,1,1,1,21,1
Shivaji Road,2020-02-29 09:03:43.253438,21:10,Pedestrian,Residential,Major,0,0,0,16,0
Satara Road,2020-09-06 09:03:43.253438,06:22,Bus,Residential,Fatal,1,0,0,1,0
Sinhagad Road,2021-04-19 09:03:43.253438,22:27,Auto-rickshaw,Residential,Major,1,1,0,49,1
Satara Road,2021-01-27 09:03:43.253438,16:58,Truck,Main Road,Major,1,1,0,30,1
FC Road,2020-05-20 09:03:43.253438,16:45,Bus,Rural,Major,0,1,1,33,1
Baner Road,2024-02-04 09:03:43.253438,04:49,Bike,Highway,Minor,0,1,0,37,0
Aundh Road,2022-03-09 09:03:43.253438,04:49,Auto-rickshaw,Residential,Fatal,0,0,1,49,1
Aundh Road,2019-09-13 09:03:43.253438,01:07,Auto-rickshaw,Main Road,Minor,0,1,0,6,1
Kothrud Road,2021-08-08 09:03:43.253438,00:01,Bike,Main Road,Major,1,0,0,1,1
Kothrud Road,2021-07-19 09:03:43.253438,00:16,Pedestrian,Residential,Minor,1,1,1,27,1
FC Road,2019-11-17 09:03:43.253438,15:41,Truck,Highway,Minor,0,1,1,35,0
Shivaji Road,2021-06-24 09:03:43.253438,02:31,Bus,Residential,Major,0,1,1,39,0
Kothrud Road,2022-03-17 09:03:43.253438,08:55,Bus,Residential,Major,1,1,1,14,0
Paud Road,2022-11-11 09:03:43.253438,22:56,Truck,Residential,Minor,0,1,0,27,1
Baner Road,2023-06-13 09:03:43.253438,19:57,Pedestrian,Main Road,Major,1,1,1,33,0
FC Road,2023-12-30 09:03:43.253438,04:08,Bike,Main Road,Major,1,0,1,46,0
MG Road,2024-04-18 09:03:43.253438,04:43,Bike,Main Road,Major,0,0,1,6,1
Sinhagad Road,2019-10-05 09:03:43.253438,22:36,Pedestrian,Main Road,Fatal,1,0,1,19,0
FC Road,2023-01-16 09:03:43.253438,02:53,Bike,Residential,Minor,0,0,0,4,1
FC Road,2022-08-13 09:03:43.253438,10:58,Auto-rickshaw,Highway,Minor,0,1,0,9,0
Aundh Road,2019-11-30 09:03:43.253438,18:18,Pedestrian,Main Road,Fatal,1,0,1,10,1
Karve Road,2022-05-01 09:03:43.253438,12:58,Bus,Residential,Minor,0,0,0,7,0
Shivaji Road,2023-02-12 09:03:43.253438,15:05,Car,Rural,Minor,0,0,0,29,1
Karve Road,2022-08-31 09:03:43.253438,11:10,Auto-rickshaw,Rural,Major,1,0,1,8,0
Paud Road,2022-05-13 09:03:43.253438,23:06,Auto-rickshaw,Main Road,Fatal,1,0,1,32,0
MG Road,2021-05-19 09:03:43.253438,18:53,Bus,Rural,Minor,1,1,0,5,1
Aundh Road,2021-11-01 09:03:43.253438,22:47,Truck,Highway,Minor,0,0,1,6,1
MG Road,2022-07-14 09:03:43.253438,19:13,Pedestrian,Residential,Fatal,0,1,0,14,1
Paud Road,2020-09-19 09:03:43.253438,17:46,Pedestrian,Rural,Minor,0,0,1,49,1
Karve Road,2019-12-11 09:03:43.253438,00:49,Bicycle,Highway,Minor,1,1,1,47,0
FC Road,2021-12-02 09:03:43.253438,13:14,Bus,Residential,Major,0,1,0,41,1
Kothrud Road,2020-09-28 09:03:43.253438,21:23,Truck,Rural,Fatal,0,1,1,34,1
Kothrud Road,2021-12-17 09:03:43.253438,21:26,Bus,Main Road,Major,0,1,0,26,1
Satara Road,2022-04-27 09:03:43.253438,15:16,Auto-rickshaw,Main Road,Major,1,1,1,18,1
Sinhagad Road,2023-03-19 09:03:43.253438,11:27,Pedestrian,Rural,Fatal,0,1,1,6,0
Shivaji Road,2022-09-07 09:03:43.253438,01:14,Bicycle,Main Road,Minor,1,1,1,3,0
Paud Road,2021-09-29 09:03:43.253438,03:04,Pedestrian,Main Road,Fatal,1,1,1,34,0
Sinhagad Road,2021-03-23 09:03:43.253438,14:18,Bike,Highway,Minor,0,1,1,44,1
Shivaji Road,2020-12-26 09:03:43.253438,01:39,Auto-rickshaw,Residential,Minor,0,0,0,29,1
Sinhagad Road,2024-03-24 09:03:43.253438,04:44,Auto-rickshaw,Main Road,Fatal,1,0,0,20,0
Karve Road,2024-05-30 09:03:43.253438,00:32,Car,Rural,Major,1,1,0,20,0
Shivaji Road,2020-03-30 09:03:43.253438,20:03,Auto-rickshaw,Main Road,Major,0,0,1,17,1
Karve Road,2022-01-22 09:03:43.253438,13:38,Auto-rickshaw,Highway,Fatal,1,1,1,10,0
FC Road,2022-03-28 09:03:43.253438,18:58,Auto-rickshaw,Highway,Fatal,1,1,0,7,1
Aundh Road,2020-10-16 09:03:43.253438,19:52,Bicycle,Main Road,Minor,1,0,1,21,1
Karve Road,2021-12-13 09:03:43.253438,13:24,Car,Rural,Major,1,0,0,25,0
Kothrud Road,2021-10-24 09:03:43.253438,12:41,Truck,Rural,Fatal,1,1,1,1,1
Sinhagad Road,2020-02-01 09:03:43.253438,13:21,Bicycle,Highway,Minor,0,0,1,2,0
Satara Road,2022-06-28 09:03:43.253438,09:10,Bicycle,Rural,Fatal,1,0,1,29,0
Baner Road,2023-12-17 09:03:43.253438,07:31,Pedestrian,Highway,Minor,1,0,1,41,0
Shivaji Road,2022-09-05 09:03:43.253438,22:22,Pedestrian,Rural,Major,0,0,1,45,1
Paud Road,2021-06-13 09:03:43.253438,22:38,Pedestrian,Main Road,Fatal,1,0,1,17,0
Satara Road,2022-06-17 09:03:43.253438,16:53,Pedestrian,Main Road,Fatal,1,1,0,25,0
Kothrud Road,2019-12-24 09:03:43.253438,02:11,Pedestrian,Main Road,Fatal,1,1,0,5,0
Karve Road,2024-07-08 09:03:43.253438,05:12,Car,Main Road,Major,1,1,1,20,1
Aundh Road,2023-11-25 09:03:43.253438,22:40,Bike,Residential,Minor,0,1,0,28,0
FC Road,2022-06-03 09:03:43.253438,01:45,Truck,Rural,Major,0,0,1,37,1
Baner Road,2020-03-24 09:03:43.253438,09:40,Pedestrian,Residential,Fatal,0,0,0,12,0
MG Road,2021-02-05 09:03:43.253438,15:50,Bicycle,Rural,Major,1,0,0,38,0
Satara Road,2023-09-22 09:03:43.253438,16:23,Bicycle,Residential,Minor,0,1,0,13,1
Aundh Road,2024-07-18 09:03:43.253438,10:56,Car,Highway,Major,1,0,0,27,0
MG Road,2024-06-06 09:03:43.253438,07:56,Bike,Highway,Fatal,0,0,1,20,1
Baner Road,2023-07-28 09:03:43.253438,20:14,Pedestrian,Rural,Fatal,1,1,0,35,1
Paud Road,2020-11-10 09:03:43.253438,02:48,Bike,Highway,Fatal,0,1,0,24,0
Paud Road,2019-10-24 09:03:43.253438,22:47,Bus,Rural,Fatal,1,1,0,31,1
Sinhagad Road,2023-02-13 09:03:43.253438,09:18,Pedestrian,Rural,Minor,0,1,1,46,0
Baner Road,2020-06-22 09:03:43.253438,15:43,Bus,Residential,Major,1,1,1,16,0
Baner Road,2022-10-18 09:03:43.253438,20:33,Bicycle,Rural,Minor,1,0,0,49,1
MG Road,2023-01-05 09:03:43.253438,10:14,Bicycle,Highway,Major,1,0,0,49,1
Aundh Road,2020-06-14 09:03:43.253438,16:11,Auto-rickshaw,Residential,Fatal,0,0,1,37,1
Shivaji Road,2024-06-25 09:03:43.253438,02:53,Truck,Residential,Major,0,0,1,47,0
MG Road,2021-05-31 09:03:43.253438,06:08,Car,Residential,Major,0,1,0,34,1
FC Road,2023-04-10 09:03:43.253438,07:11,Auto-rickshaw,Residential,Fatal,0,0,0,46,0
Paud Road,2022-01-28 09:03:43.253438,03:37,Truck,Highway,Fatal,1,1,0,43,0
Paud Road,2020-01-25 09:03:43.253438,00:14,Bicycle,Main Road,Fatal,0,1,1,39,0
Sinhagad Road,2022-06-04 09:03:43.253438,20:19,Bus,Highway,Major,1,0,0,4,1
FC Road,2023-03-11 09:03:43.253438,23:47,Car,Rural,Fatal,1,1,0,49,1
Paud Road,2022-12-01 09:03:43.253438,08:27,Bike,Highway,Minor,1,1,0,30,1
MG Road,2020-07-22 09:03:43.253438,22:47,Bike,Rural,Major,0,0,1,31,0
FC Road,2023-10-26 09:03:43.253438,18:20,Auto-rickshaw,Main Road,Fatal,0,1,1,49,1
MG Road,2020-02-08 09:03:43.253438,07:27,Auto-rickshaw,Residential,Minor,1,0,1,10,0
Shivaji Road,2024-01-09 09:03:43.253438,11:13,Car,Highway,Major,1,0,1,13,1
Shivaji Road,2020-08-24 09:03:43.253438,02:03,Bike,Residential,Minor,1,1,1,13,1
Paud Road,2022-03-22 09:03:43.253438,20:22,Pedestrian,Residential,Major,0,1,0,20,0
Paud Road,2020-06-13 09:03:43.253438,21:06,Pedestrian,Residential,Fatal,1,1,0,26,0
Aundh Road,2020-04-19 09:03:43.253438,10:02,Auto-rickshaw,Highway,Minor,1,1,1,16,0
Shivaji Road,2022-11-15 09:03:43.253438,17:05,Bike,Main Road,Fatal,0,1,0,16,0
Satara Road,2020-04-01 09:03:43.253438,10:58,Bus,Highway,Major,0,1,1,39,0
Satara Road,2023-03-06 09:03:43.253438,09:17,Auto-rickshaw,Main Road,Major,0,1,1,18,1
Sinhagad Road,2020-07-08 09:03:43.253438,22:12,Bicycle,Main Road,Minor,1,1,1,18,0
Shivaji Road,2024-07-22 09:03:43.253438,19:20,Pedestrian,Rural,Fatal,0,1,0,4,0
MG Road,2021-06-22 09:03:43.253438,23:36,Truck,Main Road,Major,0,0,1,37,1
MG Road,2024-05-11 09:03:43.253438,03:01,Auto-rickshaw,Rural,Fatal,0,1,0,32,1
Kothrud Road,2023-03-17 09:03:43.253438,17:42,Bus,Highway,Fatal,0,1,0,0,0
FC Road,2022-02-05 09:03:43.253438,20:39,Car,Residential,Fatal,1,0,1,48,1
Karve Road,2019-12-11 09:03:43.253438,11:09,Pedestrian,Main Road,Minor,1,0,0,19,0
Satara Road,2021-08-31 09:03:43.253438,03:56,Bike,Residential,Fatal,0,1,0,11,1
Paud Road,2023-06-25 09:03:43.253438,21:50,Pedestrian,Main Road,Minor,0,0,0,47,0
Sinhagad Road,2023-09-22 09:03:43.253438,19:42,Bicycle,Rural,Major,0,1,1,13,1
Karve Road,2024-05-30 09:03:43.253438,07:49,Car,Highway,Fatal,1,0,0,14,0
Baner Road,2024-01-11 09:03:43.253438,02:41,Pedestrian,Rural,Minor,1,1,1,29,0
Sinhagad Road,2021-03-09 09:03:43.253438,12:28,Auto-rickshaw,Rural,Minor,0,0,1,39,1
Baner Road,2023-03-04 09:03:43.253438,23:04,Truck,Rural,Minor,0,0,0,44,1
Shivaji Road,2020-11-18 09:03:43.253438,19:09,Car,Highway,Minor,1,0,1,8,1
Baner Road,2022-01-27 09:03:43.253438,21:54,Pedestrian,Highway,Minor,1,0,1,48,1
Baner Road,2020-02-16 09:03:43.253438,14:39,Truck,Residential,Minor,0,0,1,19,0
Aundh Road,2022-06-23 09:03:43.253438,06:58,Auto-rickshaw,Highway,Minor,1,0,0,14,1
Aundh Road,2019-11-18 09:03:43.253438,17:36,Pedestrian,Rural,Fatal,1,0,1,27,0
Aundh Road,2024-06-03 09:03:43.253438,09:43,Truck,Rural,Minor,1,0,0,45,1
Shivaji Road,2021-02-20 09:03:43.253438,23:42,Truck,Highway,Major,1,0,0,8,0
Karve Road,2023-02-02 09:03:43.253438,13:09,Bus,Residential,Major,1,0,0,15,0
Sinhagad Road,2024-08-09 09:03:43.253438,21:58,Pedestrian,Rural,Minor,1,0,1,11,0
Sinhagad Road,2021-07-19 09:03:43.253438,08:15,Car,Main Road,Major,1,0,1,38,1
Paud Road,2023-07-27 09:03:43.253438,00:55,Auto-rickshaw,Residential,Major,0,1,1,16,1
Aundh Road,2023-01-16 09:03:43.253438,13:05,Bus,Rural,Major,1,1,1,16,0
Shivaji Road,2019-08-31 09:03:43.253438,20:00,Truck,Main Road,Major,0,1,1,48,0
Paud Road,2023-08-03 09:03:43.253438,02:32,Bus,Rural,Fatal,1,1,1,7,1
FC Road,2022-10-25 09:03:43.253438,23:12,Bus,Rural,Minor,1,0,0,35,1
Paud Road,2023-02-02 09:03:43.253438,16:02,Truck,Highway,Minor,1,0,0,12,1
Karve Road,2020-06-24 09:03:43.253438,04:01,Auto-rickshaw,Main Road,Fatal,1,1,0,12,0
Satara Road,2019-09-02 09:03:43.253438,14:32,Pedestrian,Rural,Fatal,0,1,0,25,1
Baner Road,2023-10-09 09:03:43.253438,15:41,Bike,Highway,Minor,0,0,0,43,1
Aundh Road,2021-04-09 09:03:43.253438,04:59,Bus,Highway,Major,0,1,1,10,1
Satara Road,2022-11-21 09:03:43.253438,04:57,Car,Rural,Fatal,0,1,1,29,0
Paud Road,2022-12-02 09:03:43.253438,16:10,Truck,Highway,Major,1,0,1,31,0
Shivaji Road,2022-04-26 09:03:43.253438,06:35,Bike,Residential,Fatal,0,1,0,38,0
Baner Road,2021-06-22 09:03:43.253438,22:03,Bus,Residential,Major,0,1,0,1,1
Sinhagad Road,2024-06-30 09:03:43.253438,07:55,Truck,Residential,Fatal,0,1,0,21,1
MG Road,2020-01-26 09:03:43.253438,15:45,Truck,Rural,Fatal,1,1,1,10,0
Baner Road,2020-08-25 09:03:43.253438,13:46,Bus,Residential,Fatal,0,0,1,4,1
Karve Road,2024-01-24 09:03:43.253438,07:40,Pedestrian,Rural,Major,1,0,1,2,0
Karve Road,2023-07-09 09:03:43.253438,18:01,Bicycle,Residential,Fatal,1,1,1,24,0
Paud Road,2022-02-07 09:03:43.253438,11:15,Bicycle,Highway,Minor,1,0,1,35,1
FC Road,2024-07-16 09:03:43.253438,18:55,Car,Highway,Minor,1,0,0,5,0
Karve Road,2020-05-28 09:03:43.253438,23:13,Truck,Highway,Major,1,1,1,43,1
Karve Road,2022-01-19 09:03:43.253438,09:21,Truck,Highway,Fatal,0,0,1,24,0
Shivaji Road,2023-07-28 09:03:43.253438,21:40,Bus,Rural,Fatal,0,1,1,22,1
Paud Road,2022-11-28 09:03:43.253438,12:48,Bike,Main Road,Minor,1,0,1,29,0
Baner Road,2024-01-12 09:03:43.253438,07:41,Truck,Residential,Major,1,0,0,36,1
FC Road,2024-04-13 09:03:43.253438,14:51,Pedestrian,Main Road,Minor,0,0,1,25,0
Satara Road,2021-05-26 09:03:43.253438,19:08,Truck,Rural,Major,0,1,0,5,0
MG Road,2019-09-12 09:03:43.253438,05:30,Bus,Main Road,Minor,1,1,0,25,0
Aundh Road,2019-11-27 09:03:43.253438,16:29,Bicycle,Main Road,Major,1,1,0,32,0
Sinhagad Road,2021-11-26 09:03:43.253438,19:21,Truck,Residential,Fatal,1,0,1,4,0
Karve Road,2020-10-17 09:03:43.253438,13:57,Pedestrian,Rural,Fatal,1,1,1,47,0
Paud Road,2023-04-02 09:03:43.253438,21:12,Bus,Highway,Major,1,1,1,11,1
Aundh Road,2020-06-19 09:03:43.253438,04:11,Car,Highway,Major,1,0,1,14,1
Sinhagad Road,2019-11-14 09:03:43.253438,05:08,Bus,Main Road,Major,0,0,1,42,0
Sinhagad Road,2021-10-11 09:03:43.253438,22:47,Pedestrian,Highway,Major,0,0,0,45,0
Satara Road,2020-02-25 09:03:43.253438,05:09,Bicycle,Rural,Major,0,1,0,14,0
Satara Road,2020-07-03 09:03:43.253438,07:58,Bike,Residential,Minor,1,0,0,0,1
Satara Road,2021-06-30 09:03:43.253438,04:39,Truck,Rural,Major,0,1,0,36,0
Kothrud Road,2024-04-22 09:03:43.253438,07:30,Car,Highway,Fatal,1,0,1,1,0
Kothrud Road,2022-05-30 09:03:43.253438,22:26,Truck,Highway,Major,1,0,0,3,0
Sinhagad Road,2023-08-07 09:03:43.253438,07:10,Truck,Residential,Fatal,0,0,0,14,1
Satara Road,2022-06-29 09:03:43.253438,10:57,Pedestrian,Rural,Fatal,1,1,0,33,0
Shivaji Road,2020-01-07 09:03:43.253438,08:56,Bicycle,Main Road,Minor,1,1,0,39,0
Karve Road,2024-04-09 09:03:43.253438,02:55,Bus,Main Road,Fatal,0,1,1,14,0
Aundh Road,2020-06-15 09:03:43.253438,19:14,Truck,Rural,Major,1,0,0,36,0
Aundh Road,2021-08-27 09:03:43.253438,16:46,Bicycle,Rural,Fatal,1,1,1,1,0
Kothrud Road,2022-09-13 09:03:43.253438,14:12,Car,Rural,Minor,0,0,0,44,0
Sinhagad Road,2024-08-06 09:03:43.253438,21:55,Pedestrian,Residential,Major,0,0,1,44,0
Paud Road,2022-01-12 09:03:43.253438,16:17,Bicycle,Main Road,Fatal,0,0,0,16,1
Baner Road,2022-08-24 09:03:43.253438,22:28,Bicycle,Main Road,Major,1,0,1,42,1
Baner Road,2024-04-07 09:03:43.253438,08:44,Bicycle,Main Road,Fatal,0,0,0,17,0
Kothrud Road,2024-06-21 09:03:43.253438,11:31,Pedestrian,Main Road,Major,1,1,1,10,1
Paud Road,2020-05-14 09:03:43.253438,23:18,Auto-rickshaw,Residential,Minor,0,0,1,17,0
